typus,et,note,compare,result
3297,,empty in typus,3297,FALSE
3296,,empty in typus,3296,FALSE
3295,,empty in typus,3295,FALSE
3294,,empty in typus,3294,FALSE
3293,,empty in typus,3293,FALSE
3292,,empty in typus,3292,FALSE
3291,,empty in typus,3291,FALSE
3290,,empty in typus,3290,FALSE
3289,,empty in typus,3289,FALSE
3288,,empty in typus,3288,FALSE
3287,,empty in typus,3287,FALSE
3286,,empty in typus,3286,FALSE
3285,,empty in typus,3285,FALSE
3284,,empty in typus,3284,FALSE
3283,,empty in typus,3283,FALSE
3282,,empty in typus,3282,FALSE
3281,,empty in typus,3281,FALSE
3280,,empty in typus,3280,FALSE
3279,,empty in typus,3279,FALSE
3278,,empty in typus,3278,FALSE
3277,,empty in typus,3277,FALSE
3276,,empty in typus,3276,FALSE
3275,,empty in typus,3275,FALSE
3274,,empty in typus,3274,FALSE
3273,,empty in typus,3273,FALSE
3272,,empty in typus,3272,FALSE
3271,,empty in typus,3271,FALSE
3270,,empty in typus,3270,FALSE
3269,,empty in typus,3269,FALSE
3268,,empty in typus,3268,FALSE
3267,,empty in typus,3267,FALSE
3266,,empty in typus,3266,FALSE
3265,,empty in typus,3265,FALSE
3264,,empty in typus,3264,FALSE
3263,,empty in typus,3263,FALSE
3262,,empty in typus,3262,FALSE
3261,,empty in typus,3261,FALSE
3260,,empty in typus,3260,FALSE
3259,,empty in typus,3259,FALSE
3258,,empty in typus,3258,FALSE
3257,,empty in typus,3257,FALSE
3256,,empty in typus,3256,FALSE
3255,,empty in typus,3255,FALSE
3254,,empty in typus,3254,FALSE
3253,,empty in typus,3253,FALSE
3252,,empty in typus,3252,FALSE
3251,,empty in typus,3251,FALSE
3250,,empty in typus,3250,FALSE
3249,,empty in typus,3249,FALSE
3248,,empty in typus,3248,FALSE
3247,,empty in typus,3247,FALSE
3246,,empty in typus,3246,FALSE
3245,,empty in typus,3245,FALSE
3244,,empty in typus,3244,FALSE
3243,,empty in typus,3243,FALSE
3242,,empty in typus,3242,FALSE
3241,,empty in typus,3241,FALSE
3240,,empty in typus,3240,FALSE
3239,,empty in typus,3239,FALSE
3238,,empty in typus,3238,FALSE
3237,,empty in typus,3237,FALSE
3236,,empty in typus,3236,FALSE
3235,,empty in typus,3235,FALSE
3234,,empty in typus,3234,FALSE
3233,,empty in typus,3233,FALSE
3232,,empty in typus,3232,FALSE
3231,,empty in typus,3231,FALSE
3230,,empty in typus,3230,FALSE
3229,,empty in typus,3229,FALSE
3228,,empty in typus,3228,FALSE
3227,,empty in typus,3227,FALSE
3226,,empty in typus,3226,FALSE
3225,,empty in typus,3225,FALSE
3224,,empty in typus,3224,FALSE
3223,,empty in typus,3223,FALSE
3222,,empty in typus,3222,FALSE
3221,,empty in typus,3221,FALSE
3220,,empty in typus,3220,FALSE
3219,,empty in typus,3219,FALSE
3218,,empty in typus,3218,FALSE
3217,,empty in typus,3217,FALSE
3216,,empty in typus,3216,FALSE
3215,,empty in typus,3215,FALSE
3214,,empty in typus,3214,FALSE
3213,,empty in typus,3213,FALSE
3212,,empty in typus,3212,FALSE
3211,,empty in typus,3211,FALSE
3210,,empty in typus,3210,FALSE
3209,,empty in typus,3209,FALSE
3208,,empty in typus,3208,FALSE
3207,,empty in typus,3207,FALSE
3206,,empty in typus,3206,FALSE
3205,,empty in typus,3205,FALSE
3204,,empty in typus,3204,FALSE
3203,,empty in typus,3203,FALSE
3202,,empty in typus,3202,FALSE
3201,,empty in typus,3201,FALSE
3200,,empty in typus,3200,FALSE
3199,,empty in typus,3199,FALSE
3198,,empty in typus,3198,FALSE
3197,,empty in typus,3197,FALSE
3196,,empty in typus,3196,FALSE
3195,,empty in typus,3195,FALSE
3194,,empty in typus,3194,FALSE
3193,,empty in typus,3193,FALSE
3192,,empty in typus,3192,FALSE
3191,,empty in typus,3191,FALSE
3190,,empty in typus,3190,FALSE
3189,,empty in typus,3189,FALSE
3188,,empty in typus,3188,FALSE
3187,,empty in typus,3187,FALSE
3186,,empty in typus,3186,FALSE
3185,,empty in typus,3185,FALSE
3184,,empty in typus,3184,FALSE
3183,,empty in typus,3183,FALSE
3182,,empty in typus,3182,FALSE
3181,,empty in typus,3181,FALSE
3180,,empty in typus,3180,FALSE
3179,,empty in typus,3179,FALSE
3178,,empty in typus,3178,FALSE
3177,,empty in typus,3177,FALSE
3176,,empty in typus,3176,FALSE
3175,,empty in typus,3175,FALSE
3174,,empty in typus,3174,FALSE
3173,,empty in typus,3173,FALSE
3172,,empty in typus,3172,FALSE
3171,,empty in typus,3171,FALSE
3170,,empty in typus,3170,FALSE
3169,,empty in typus,3169,FALSE
3168,,empty in typus,3168,FALSE
3167,,empty in typus,3167,FALSE
3166,,empty in typus,3166,FALSE
3165,,empty in typus,3165,FALSE
3164,,empty in typus,3164,FALSE
3163,,empty in typus,3163,FALSE
3162,,empty in typus,3162,FALSE
3161,,empty in typus,3161,FALSE
3160,,empty in typus,3160,FALSE
3159,,empty in typus,3159,FALSE
3158,,empty in typus,3158,FALSE
3157,,empty in typus,3157,FALSE
3156,,empty in typus,3156,FALSE
3155,,empty in typus,3155,FALSE
3154,,empty in typus,3154,FALSE
3153,,empty in typus,3153,FALSE
3152,,empty in typus,3152,FALSE
3151,,empty in typus,3151,FALSE
3150,,empty in typus,3150,FALSE
3149,,empty in typus,3149,FALSE
3148,,empty in typus,3148,FALSE
3147,,empty in typus,3147,FALSE
3146,,empty in typus,3146,FALSE
3145,,empty in typus,3145,FALSE
3144,,empty in typus,3144,FALSE
3143,,empty in typus,3143,FALSE
3142,,empty in typus,3142,FALSE
3141,,empty in typus,3141,FALSE
3140,,empty in typus,3140,FALSE
3139,,empty in typus,3139,FALSE
3138,,empty in typus,3138,FALSE
3137,,empty in typus,3137,FALSE
3136,,empty in typus,3136,FALSE
3135,,empty in typus,3135,FALSE
3134,,empty in typus,3134,FALSE
3133,,empty in typus,3133,FALSE
3132,,empty in typus,3132,FALSE
3131,,empty in typus,3131,FALSE
3130,,empty in typus,3130,FALSE
3129,,empty in typus,3129,FALSE
3128,,empty in typus,3128,FALSE
3127,,empty in typus,3127,FALSE
3126,,empty in typus,3126,FALSE
3125,,empty in typus,3125,FALSE
3124,,empty in typus,3124,FALSE
3123,,empty in typus,3123,FALSE
3122,,empty in typus,3122,FALSE
3121,,empty in typus,3121,FALSE
3120,,empty in typus,3120,FALSE
3119,,empty in typus,3119,FALSE
3118,,empty in typus,3118,FALSE
3117,,empty in typus,3117,FALSE
3116,,empty in typus,3116,FALSE
3115,,empty in typus,3115,FALSE
3114,,empty in typus,3114,FALSE
3113,,empty in typus,3113,FALSE
3112,,empty in typus,3112,FALSE
3111,,empty in typus,3111,FALSE
3110,,empty in typus,3110,FALSE
3109,,empty in typus,3109,FALSE
3108,,empty in typus,3108,FALSE
3107,,empty in typus,3107,FALSE
3106,,empty in typus,3106,FALSE
3105,,empty in typus,3105,FALSE
3104,,empty in typus,3104,FALSE
3103,,empty in typus,3103,FALSE
3102,,empty in typus,3102,FALSE
3101,,empty in typus,3101,FALSE
3100,,empty in typus,3100,FALSE
3099,,empty in typus,3099,FALSE
3098,,empty in typus,3098,FALSE
3097,,empty in typus,3097,FALSE
3096,,empty in typus,3096,FALSE
3095,,empty in typus,3095,FALSE
3094,,empty in typus,3094,FALSE
3093,,empty in typus,3093,FALSE
3092,,empty in typus,3092,FALSE
3091,,empty in typus,3091,FALSE
3090,,empty in typus,3090,FALSE
3089,,empty in typus,3089,FALSE
3088,,empty in typus,3088,FALSE
3087,,empty in typus,3087,FALSE
3086,,empty in typus,3086,FALSE
3085,,empty in typus,3085,FALSE
3084,,empty in typus,3084,FALSE
3083,,empty in typus,3083,FALSE
3082,,empty in typus,3082,FALSE
3081,,empty in typus,3081,FALSE
3080,,empty in typus,3080,FALSE
3079,,empty in typus,3079,FALSE
3078,,empty in typus,3078,FALSE
3077,,empty in typus,3077,FALSE
3076,,empty in typus,3076,FALSE
3075,,empty in typus,3075,FALSE
3074,,empty in typus,3074,FALSE
3073,,empty in typus,3073,FALSE
3072,,empty in typus,3072,FALSE
3071,,empty in typus,3071,FALSE
3070,,empty in typus,3070,FALSE
3069,,empty in typus,3069,FALSE
3068,,empty in typus,3068,FALSE
3067,,empty in typus,3067,FALSE
3066,,empty in typus,3066,FALSE
3065,,empty in typus,3065,FALSE
3064,,empty in typus,3064,FALSE
3063,,empty in typus,3063,FALSE
3062,,empty in typus,3062,FALSE
3061,,empty in typus,3061,FALSE
3060,,empty in typus,3060,FALSE
3059,,empty in typus,3059,FALSE
3058,,empty in typus,3058,FALSE
3057,,empty in typus,3057,FALSE
3056,,empty in typus,3056,FALSE
3055,,empty in typus,3055,FALSE
3054,,empty in typus,3054,FALSE
3053,,empty in typus,3053,FALSE
3052,,empty in typus,3052,FALSE
3051,,empty in typus,3051,FALSE
3050,,empty in typus,3050,FALSE
3049,,empty in typus,3049,FALSE
3048,,empty in typus,3048,FALSE
3047,,empty in typus,3047,FALSE
3046,,empty in typus,3046,FALSE
3045,,empty in typus,3045,FALSE
3044,,empty in typus,3044,FALSE
3043,,empty in typus,3043,FALSE
3042,,empty in typus,3042,FALSE
3041,,empty in typus,3041,FALSE
3040,,empty in typus,3040,FALSE
3039,,empty in typus,3039,FALSE
3038,,empty in typus,3038,FALSE
3037,,empty in typus,3037,FALSE
3036,,empty in typus,3036,FALSE
3035,,empty in typus,3035,FALSE
3034,,empty in typus,3034,FALSE
3033,,empty in typus,3033,FALSE
3032,,empty in typus,3032,FALSE
3031,,empty in typus,3031,FALSE
3030,,empty in typus,3030,FALSE
3029,,empty in typus,3029,FALSE
3028,,empty in typus,3028,FALSE
3027,,empty in typus,3027,FALSE
3026,,empty in typus,3026,FALSE
3025,,empty in typus,3025,FALSE
3024,,empty in typus,3024,FALSE
3023,,empty in typus,3023,FALSE
3022,,empty in typus,3022,FALSE
3021,,empty in typus,3021,FALSE
3020,,empty in typus,3020,FALSE
3019,,empty in typus,3019,FALSE
3018,,empty in typus,3018,FALSE
3017,,empty in typus,3017,FALSE
3016,,empty in typus,3016,FALSE
3015,,empty in typus,3015,FALSE
3014,,empty in typus,3014,FALSE
3013,,empty in typus,3013,FALSE
3012,,empty in typus,3012,FALSE
3011,none,solved,#VALUE!,#VALUE!
3010,1413,solved,1597,FALSE
3009,3083,solved,-74,FALSE
3008,3125,solved,-117,FALSE
3007,3126,solved,-119,FALSE
3006,none,solved,#VALUE!,#VALUE!
3005,3129,solved,-124,FALSE
3004,none,solved,#VALUE!,#VALUE!
3003,3003,,0,TRUE
3002,3002,,0,TRUE
3001,3001,,0,TRUE
3000,3000,,0,TRUE
2999,2999,,0,TRUE
2998,2998,,0,TRUE
2997,2997,,0,TRUE
2996,2996,,0,TRUE
2995,2995,,0,TRUE
2994,2994,,0,TRUE
2993,2993,,0,TRUE
2992,2992,,0,TRUE
2991,2991,,0,TRUE
2990,2990,,0,TRUE
2989,2989,,0,TRUE
2988,2988,,0,TRUE
2987,2987,,0,TRUE
2986,2986,,0,TRUE
2985,2985,,0,TRUE
2984,2984,,0,TRUE
2983,2983,,0,TRUE
2982,2982,,0,TRUE
2981,2981,,0,TRUE
2980,2980,,0,TRUE
2979,2979,,0,TRUE
2978,2978,,0,TRUE
2977,2977,,0,TRUE
2976,2976,,0,TRUE
2975,2975,,0,TRUE
2974,2974,,0,TRUE
2973,2973,,0,TRUE
2972,2972,,0,TRUE
2971,2971,,0,TRUE
2970,2970,,0,TRUE
2969,2969,,0,TRUE
2968,2968,,0,TRUE
2967,2967,,0,TRUE
2966,2966,,0,TRUE
2965,2965,,0,TRUE
2964,2964,,0,TRUE
2963,2963,,0,TRUE
2962,2962,,0,TRUE
2961,2961,,0,TRUE
2960,2960,,0,TRUE
2959,2959,,0,TRUE
2958,2958,,0,TRUE
2957,2957,,0,TRUE
2956,2956,,0,TRUE
2955,2955,,0,TRUE
2954,2954,,0,TRUE
2953,2953,,0,TRUE
2952,none,left,#VALUE!,#VALUE!
2951,none,left,#VALUE!,#VALUE!
2950,2950,,0,TRUE
2949,2949,,0,TRUE
2948,2948,,0,TRUE
2947,2947,,0,TRUE
2946,2946,,0,TRUE
2945,2945,,0,TRUE
2944,2944,,0,TRUE
2943,2943,,0,TRUE
2942,2942,,0,TRUE
2941,2941,,0,TRUE
2940,2940,,0,TRUE
2939,2939,,0,TRUE
2938,2938,,0,TRUE
2937,2937,,0,TRUE
2936,2936,,0,TRUE
2935,2935,,0,TRUE
2934,2934,,0,TRUE
2933,2933,,0,TRUE
2932,2932,,0,TRUE
2931,2931,,0,TRUE
2930,2930,,0,TRUE
2929,2929,,0,TRUE
2928,2928,,0,TRUE
2927,2927,,0,TRUE
2926,2926,,0,TRUE
2925,2925,,0,TRUE
2924,2924,,0,TRUE
2923,2923,,0,TRUE
2922,2922,,0,TRUE
2921,2921,,0,TRUE
2920,2920,,0,TRUE
2919,2919,,0,TRUE
2918,2918,,0,TRUE
2917,2917,,0,TRUE
2916,2916,,0,TRUE
2915,2915,,0,TRUE
2914,2914,,0,TRUE
2913,2913,,0,TRUE
2912,2912,,0,TRUE
2911,2911,,0,TRUE
2910,2910,,0,TRUE
2909,2909,,0,TRUE
2908,2908,,0,TRUE
2907,2907,,0,TRUE
2906,2906,,0,TRUE
2905,2905,,0,TRUE
2904,2904,,0,TRUE
2903,2903,,0,TRUE
2902,2902,,0,TRUE
2901,2901,,0,TRUE
2900,2900,,0,TRUE
2899,2899,,0,TRUE
2898,2898,,0,TRUE
2897,2897,,0,TRUE
2896,2896,,0,TRUE
2895,2895,,0,TRUE
2894,2894,,0,TRUE
2893,2893,,0,TRUE
2892,2892,,0,TRUE
2891,2891,,0,TRUE
2890,2890,,0,TRUE
2889,2889,,0,TRUE
2888,2888,,0,TRUE
2887,2887,,0,TRUE
2886,2886,,0,TRUE
2885,2885,,0,TRUE
2884,2884,,0,TRUE
2883,2883,,0,TRUE
2882,2882,,0,TRUE
2881,2881,,0,TRUE
2880,2880,,0,TRUE
2879,2879,,0,TRUE
2878,2878,,0,TRUE
2877,2877,,0,TRUE
2876,2876,,0,TRUE
2875,2875,,0,TRUE
2874,2874,,0,TRUE
2873,2873,,0,TRUE
2872,2872,,0,TRUE
2871,2871,,0,TRUE
2870,2870,,0,TRUE
2869,2869,,0,TRUE
2868,2868,,0,TRUE
2867,2867,,0,TRUE
2866,2866,,0,TRUE
2865,2865,,0,TRUE
2864,2864,,0,TRUE
2863,2863,,0,TRUE
2862,2862,,0,TRUE
2861,2861,,0,TRUE
2860,2860,,0,TRUE
2859,2859,,0,TRUE
2858,2858,,0,TRUE
2857,2857,,0,TRUE
2856,2856,,0,TRUE
2855,2855,,0,TRUE
2854,2854,,0,TRUE
2853,2853,,0,TRUE
2852,2852,,0,TRUE
2851,2851,,0,TRUE
2850,2850,,0,TRUE
2849,2849,,0,TRUE
2848,2848,,0,TRUE
2847,2847,,0,TRUE
2846,2846,,0,TRUE
2845,2845,,0,TRUE
2844,2844,,0,TRUE
2843,2843,,0,TRUE
2842,2842,,0,TRUE
2841,2841,,0,TRUE
2840,2840,,0,TRUE
2839,none,solved,#VALUE!,#VALUE!
2838,2838,,0,TRUE
2837,2837,,0,TRUE
2836,2836,,0,TRUE
2835,2835,,0,TRUE
2834,2834,,0,TRUE
2833,2833,,0,TRUE
2832,2832,,0,TRUE
2831,2831,,0,TRUE
2830,2830,,0,TRUE
2829,2829,,0,TRUE
2828,2828,,0,TRUE
2827,2827,,0,TRUE
2826,2826,,0,TRUE
2825,2825,,0,TRUE
2824,2824,,0,TRUE
2823,2823,,0,TRUE
2822,2822,,0,TRUE
2821,2821,,0,TRUE
2820,2820,,0,TRUE
2819,2819,,0,TRUE
2818,2818,,0,TRUE
2817,2817,,0,TRUE
2816,2816,,0,TRUE
2815,2815,,0,TRUE
2814,2814,,0,TRUE
2813,2813,,0,TRUE
2812,2812,,0,TRUE
2811,2811,,0,TRUE
2810,2810,,0,TRUE
2809,2809,,0,TRUE
2808,2808,,0,TRUE
2807,2807,,0,TRUE
2806,2806,,0,TRUE
2805,2805,,0,TRUE
2804,2804,,0,TRUE
2803,2803,,0,TRUE
2802,2802,,0,TRUE
2801,2801,,0,TRUE
2800,2800,,0,TRUE
2799,2799,,0,TRUE
2798,2798,,0,TRUE
2797,2797,,0,TRUE
2796,2796,,0,TRUE
2795,2795,,0,TRUE
2794,2794,,0,TRUE
2793,2793,,0,TRUE
2792,2792,,0,TRUE
2791,2791,,0,TRUE
2790,2790,,0,TRUE
2789,2789,,0,TRUE
2788,2788,,0,TRUE
2787,2787,,0,TRUE
2786,2786,,0,TRUE
2785,2785,,0,TRUE
2784,2784,,0,TRUE
2783,2783,,0,TRUE
2782,2782,,0,TRUE
2781,2781,,0,TRUE
2780,2780,,0,TRUE
2779,2779,,0,TRUE
2778,2778,,0,TRUE
2777,2777,,0,TRUE
2776,2776,,0,TRUE
2775,2775,,0,TRUE
2774,2774,,0,TRUE
2773,2773,,0,TRUE
2772,2772,,0,TRUE
2771,2771,,0,TRUE
2770,2770,,0,TRUE
2769,2769,,0,TRUE
2768,2768,,0,TRUE
2767,2767,,0,TRUE
2766,2766,,0,TRUE
2765,2765,,0,TRUE
2764,2764,,0,TRUE
2763,2763,,0,TRUE
2762,2762,,0,TRUE
2761,2761,,0,TRUE
2760,2760,,0,TRUE
2759,2759,,0,TRUE
2758,2758,,0,TRUE
2757,2757,,0,TRUE
2756,2756,,0,TRUE
2755,2755,,0,TRUE
2754,2754,,0,TRUE
2753,2753,,0,TRUE
2752,2752,,0,TRUE
2751,2751,,0,TRUE
2750,2750,,0,TRUE
2749,2749,,0,TRUE
2748,2748,,0,TRUE
2747,2747,,0,TRUE
2746,2746,,0,TRUE
2745,2745,,0,TRUE
2744,2744,,0,TRUE
2743,2743,,0,TRUE
2742,2742,,0,TRUE
2741,2741,,0,TRUE
2740,2740,,0,TRUE
2739,2739,,0,TRUE
2738,2738,,0,TRUE
2737,2737,,0,TRUE
2736,2736,,0,TRUE
2735,2735,,0,TRUE
2734,2734,,0,TRUE
2733,2733,,0,TRUE
2732,2732,,0,TRUE
2731,2731,,0,TRUE
2730,2730,,0,TRUE
2729,2729,,0,TRUE
2728,2728,,0,TRUE
2727,2727,,0,TRUE
2726,2726,,0,TRUE
2725,2725,,0,TRUE
2724,2724,,0,TRUE
2723,2723,,0,TRUE
2722,2722,,0,TRUE
2721,2721,,0,TRUE
2720,2720,,0,TRUE
2719,2719,,0,TRUE
2718,2718,,0,TRUE
2717,2717,,0,TRUE
2716,2716,,0,TRUE
2715,2715,,0,TRUE
2714,2714,,0,TRUE
2713,2713,,0,TRUE
2712,2712,,0,TRUE
2711,2711,,0,TRUE
2710,2710,,0,TRUE
2709,2709,,0,TRUE
2708,2708,,0,TRUE
2707,2707,,0,TRUE
2706,2706,,0,TRUE
2705,2705,,0,TRUE
2704,2704,,0,TRUE
2703,2703,,0,TRUE
2702,2702,,0,TRUE
2701,2701,,0,TRUE
2700,2700,,0,TRUE
2699,2699,,0,TRUE
2698,2698,,0,TRUE
2697,2697,,0,TRUE
2696,2696,,0,TRUE
2695,2695,,0,TRUE
2694,2694,,0,TRUE
2693,2693,,0,TRUE
2692,2692,,0,TRUE
2691,2691,,0,TRUE
2690,2690,,0,TRUE
2689,2689,,0,TRUE
2688,2688,,0,TRUE
2687,2687,,0,TRUE
2686,2686,,0,TRUE
2685,2685,,0,TRUE
2684,2684,,0,TRUE
2683,2683,,0,TRUE
2682,2682,,0,TRUE
2681,2681,,0,TRUE
2680,2680,,0,TRUE
2679,2679,,0,TRUE
2678,2678,,0,TRUE
2677,2677,,0,TRUE
2676,2676,,0,TRUE
2675,2675,,0,TRUE
2674,2674,,0,TRUE
2673,2673,,0,TRUE
2672,2672,,0,TRUE
2671,2671,,0,TRUE
2670,2670,,0,TRUE
2669,2669,,0,TRUE
2668,2668,,0,TRUE
2667,2667,,0,TRUE
2666,2666,,0,TRUE
2665,2665,,0,TRUE
2664,2664,,0,TRUE
2663,2663,,0,TRUE
2662,2662,,0,TRUE
2661,2661,,0,TRUE
2660,2660,,0,TRUE
2659,2659,,0,TRUE
2658,2658,,0,TRUE
2657,2657,,0,TRUE
2656,2656,,0,TRUE
2655,2655,,0,TRUE
2654,2654,,0,TRUE
2653,2653,,0,TRUE
2652,2652,,0,TRUE
2651,2651,,0,TRUE
2650,2650,,0,TRUE
2649,2649,,0,TRUE
2648,2648,,0,TRUE
2647,2647,,0,TRUE
2646,2646,,0,TRUE
2645,2645,,0,TRUE
2644,2644,,0,TRUE
2643,2643,,0,TRUE
2642,2642,,0,TRUE
2641,2641,,0,TRUE
2640,2640,,0,TRUE
2639,2639,,0,TRUE
2638,2638,,0,TRUE
2637,2637,,0,TRUE
2636,2636,,0,TRUE
2635,2635,,0,TRUE
2634,2634,,0,TRUE
2633,2633,,0,TRUE
2632,2632,,0,TRUE
2631,2631,,0,TRUE
2630,2630,,0,TRUE
2629,2629,,0,TRUE
2628,2628,,0,TRUE
2627,2627,,0,TRUE
2626,2626,,0,TRUE
2625,2625,,0,TRUE
2624,2624,,0,TRUE
2623,2623,,0,TRUE
2622,2622,,0,TRUE
2621,2621,,0,TRUE
2620,2620,,0,TRUE
2619,2619,,0,TRUE
2618,2618,,0,TRUE
2617,2617,,0,TRUE
2616,2616,,0,TRUE
2615,2615,,0,TRUE
2614,2614,,0,TRUE
2613,2613,,0,TRUE
2612,2612,,0,TRUE
2611,2611,,0,TRUE
2610,2610,,0,TRUE
2609,2609,,0,TRUE
2608,4933&4940,solved,#VALUE!,#VALUE!
2607,2607,,0,TRUE
2606,2606,,0,TRUE
2605,2605,,0,TRUE
2604,2604,,0,TRUE
2603,2603,,0,TRUE
2602,2602,,0,TRUE
2601,2601,,0,TRUE
2600,2600,,0,TRUE
2599,2599,,0,TRUE
2598,2598,,0,TRUE
2597,2597,,0,TRUE
2596,2596,,0,TRUE
2595,2595,,0,TRUE
2594,2594,,0,TRUE
2593,2593,,0,TRUE
2592,2592,,0,TRUE
2591,2591,,0,TRUE
2590,2590,,0,TRUE
2589,2589,,0,TRUE
2588,2588,,0,TRUE
2587,2587,,0,TRUE
2586,2586,,0,TRUE
2585,2585,,0,TRUE
2584,2584,,0,TRUE
2583,2583,,0,TRUE
2582,2582,,0,TRUE
2581,2581,,0,TRUE
2580,2580,,0,TRUE
2579,2579,,0,TRUE
2578,2578,,0,TRUE
2577,2577,,0,TRUE
2576,2576,,0,TRUE
2575,2575,,0,TRUE
2574,2574,,0,TRUE
2573,2573,,0,TRUE
2572,2572,,0,TRUE
2571,2571,,0,TRUE
2570,2570,,0,TRUE
2569,2569,,0,TRUE
2568,2568,,0,TRUE
2567,2567,,0,TRUE
2566,2566,,0,TRUE
2565,2565,,0,TRUE
2564,2564,,0,TRUE
2563,2563,,0,TRUE
2562,2562,,0,TRUE
2561,2561,,0,TRUE
2560,2560,,0,TRUE
2559,2559,,0,TRUE
2558,2558,,0,TRUE
2557,2557,,0,TRUE
2556,2556,,0,TRUE
2555,2555,,0,TRUE
2554,2554,,0,TRUE
2553,2553,,0,TRUE
2552,2552,,0,TRUE
2551,2551,,0,TRUE
2550,2550,,0,TRUE
2549,2549,,0,TRUE
2548,2548,,0,TRUE
2547,2547,,0,TRUE
2546,2546,,0,TRUE
2545,2545,,0,TRUE
2544,2544,,0,TRUE
2543,2543,,0,TRUE
2542,2542,,0,TRUE
2541,2541,,0,TRUE
2540,2540,,0,TRUE
2539,2539,,0,TRUE
2538,2538,,0,TRUE
2537,2537,,0,TRUE
2536,2536,,0,TRUE
2535,2535,,0,TRUE
2534,2534,,0,TRUE
2533,2533,,0,TRUE
2532,2532,,0,TRUE
2531,2531,,0,TRUE
2530,2530,,0,TRUE
2529,2529,,0,TRUE
2528,2528,,0,TRUE
2527,2527,,0,TRUE
2526,2526,,0,TRUE
2525,2525,,0,TRUE
2524,2524,,0,TRUE
2523,2523,,0,TRUE
2522,2522,,0,TRUE
2521,2521,,0,TRUE
2520,2520,,0,TRUE
2519,2519,,0,TRUE
2518,2518,,0,TRUE
2517,2517,,0,TRUE
2516,2516,,0,TRUE
2515,2515,,0,TRUE
2514,2514,,0,TRUE
2513,2513,,0,TRUE
2512,2512,,0,TRUE
2511,2511,,0,TRUE
2510,2510,,0,TRUE
2509,2509,,0,TRUE
2508,2508,,0,TRUE
2507,2507,,0,TRUE
2506,2506,,0,TRUE
2505,2505,,0,TRUE
2504,2504,,0,TRUE
2503,2503,,0,TRUE
2502,2502,,0,TRUE
2501,2501,,0,TRUE
2500,2500,,0,TRUE
2499,2499,,0,TRUE
2498,2498,,0,TRUE
2497,2497,,0,TRUE
2496,2496,,0,TRUE
2495,2495,,0,TRUE
2494,2494,,0,TRUE
2493,2493,,0,TRUE
2492,2492,,0,TRUE
2491,2491,,0,TRUE
2490,2490,,0,TRUE
2489,2489,,0,TRUE
2488,2488,,0,TRUE
2487,2487,,0,TRUE
2486,2486,,0,TRUE
2485,2485,,0,TRUE
2484,2484,,0,TRUE
2483,2483,,0,TRUE
2482,2482,,0,TRUE
2481,2481,,0,TRUE
2480,2480,,0,TRUE
2479,2479,,0,TRUE
2478,2478,,0,TRUE
2477,2477,,0,TRUE
2476,2476,,0,TRUE
2475,2275,solved,200,FALSE
2474,2474,,0,TRUE
2473,2473,,0,TRUE
2472,2472,,0,TRUE
2471,none,solved,#VALUE!,#VALUE!
2470,2470,,0,TRUE
2469,342,solved,2127,FALSE
2468,2468,,0,TRUE
2467,2467,,0,TRUE
2466,2466,,0,TRUE
2465,2465,,0,TRUE
2464,2464,,0,TRUE
2463,2463,,0,TRUE
2462,2462,,0,TRUE
2461,2461,,0,TRUE
2460,2460,,0,TRUE
2459,2459,,0,TRUE
2458,2458,,0,TRUE
2457,2457,,0,TRUE
2456,2456,,0,TRUE
2455,2455,,0,TRUE
2454,2454,,0,TRUE
2453,2453,,0,TRUE
2452,2452,,0,TRUE
2451,2451,,0,TRUE
2450,2450,,0,TRUE
2449,2449,,0,TRUE
2448,2448,,0,TRUE
2447,2447,,0,TRUE
2446,2446,,0,TRUE
2445,2445,,0,TRUE
2444,2444,,0,TRUE
2443,2443,,0,TRUE
2442,2442,,0,TRUE
2441,2441,,0,TRUE
2440,2440,,0,TRUE
2439,2439,,0,TRUE
2438,2438,,0,TRUE
2437,2437,,0,TRUE
2436,2436,,0,TRUE
2435,2435,,0,TRUE
2434,2434,,0,TRUE
2433,2433,,0,TRUE
2432,2432,,0,TRUE
2431,2431,,0,TRUE
2430,2426,solved,4,FALSE
2429,2429,,0,TRUE
2428,2428,,0,TRUE
2427,2427,,0,TRUE
2426,none,solved,#VALUE!,#VALUE!
2425,2425,,0,TRUE
2424,2424,,0,TRUE
2423,2423,,0,TRUE
2422,2422,,0,TRUE
2421,2421,,0,TRUE
2420,2420,,0,TRUE
2419,2419,,0,TRUE
2418,2418,,0,TRUE
2417,2417,,0,TRUE
2416,2416,,0,TRUE
2415,2415,,0,TRUE
2414,2414,,0,TRUE
2413,2413,,0,TRUE
2412,2412,,0,TRUE
2411,2411,,0,TRUE
2410,2410,,0,TRUE
2409,2409,,0,TRUE
2408,2408,,0,TRUE
2407,2407,,0,TRUE
2406,2406,,0,TRUE
2405,2405,,0,TRUE
2404,2404,,0,TRUE
2403,2403,,0,TRUE
2402,2402,,0,TRUE
2401,2401,,0,TRUE
2400,2400,,0,TRUE
2399,2399,,0,TRUE
2398,2398,,0,TRUE
2397,2397,,0,TRUE
2396,2396,,0,TRUE
2395,2395,,0,TRUE
2394,2394,,0,TRUE
2393,2393,,0,TRUE
2392,2392,,0,TRUE
2391,2391,,0,TRUE
2390,2390,,0,TRUE
2389,2389,,0,TRUE
2388,2388,,0,TRUE
